game_id,team,opponent,is_home,went_ot,goals_for,goals_against,reg_win,ot_win,reg_loss,ot_loss,points,win,loss,goal_diff
game_149,guatemala,usa,1,0,6,2,1,0,0,0,2,1,0,4
game_15,uk,vietnam,1,1,4,5,0,0,0,1,1,0,1,-1
game_150,peru,pakistan,1,0,2,3,0,0,1,0,0,0,1,-1
game_151,panama,france,1,0,5,0,1,0,0,0,2,1,0,5
game_152,oman,canada,1,0,2,3,0,0,1,0,0,0,1,-1
game_153,uk,iceland,1,0,2,0,1,0,0,0,2,1,0,2
game_154,germany,uae,1,0,2,6,0,0,1,0,0,0,1,-4
game_155,mongolia,serbia,1,0,1,2,0,0,1,0,0,0,1,-1
game_156,switzerland,netherlands,1,0,0,2,0,0,1,0,0,0,1,-2
game_157,china,india,1,0,4,1,1,0,0,0,2,1,0,3
game_158,saudi_arabia,morocco,1,0,4,0,1,0,0,0,2,1,0,4
game_159,mexico,rwanda,1,1,4,3,0,1,0,0,2,1,0,1
game_16,thailand,france,1,0,5,4,1,0,0,0,2,1,0,1
game_160,uae,serbia,1,0,2,1,1,0,0,0,2,1,0,1
game_161,panama,pakistan,1,0,3,4,0,0,1,0,0,0,1,-1
game_162,canada,ethiopia,1,0,2,4,0,0,1,0,0,0,1,-2
game_163,guatemala,philippines,1,0,3,2,1,0,0,0,2,1,0,1
game_164,germany,usa,1,0,3,7,0,0,1,0,0,0,1,-4
game_165,brazil,oman,1,0,2,1,1,0,0,0,2,1,0,1
game_166,south_korea,indonesia,1,0,3,7,0,0,1,0,0,0,1,-4
game_167,france,uk,1,0,5,3,1,0,0,0,2,1,0,2
game_168,thailand,iceland,1,0,5,1,1,0,0,0,2,1,0,4
game_169,new_zealand,switzerland,1,0,3,2,1,0,0,0,2,1,0,1
game_17,philippines,peru,1,0,1,0,1,0,0,0,2,1,0,1
game_170,kazakhstan,vietnam,1,1,2,1,0,1,0,0,2,1,0,1
game_171,singapore,mongolia,1,1,3,4,0,0,0,1,1,0,1,-1
game_172,peru,netherlands,1,1,1,2,0,0,0,1,1,0,1,-1
game_173,serbia,south_korea,1,0,4,1,1,0,0,0,2,1,0,3
game_174,kazakhstan,saudi_arabia,1,0,2,1,1,0,0,0,2,1,0,1
game_175,thailand,morocco,1,0,6,1,1,0,0,0,2,1,0,5
game_176,rwanda,peru,1,0,2,4,0,0,1,0,0,0,1,-2
game_177,pakistan,iceland,1,0,0,5,0,0,1,0,0,0,1,-5
game_178,panama,uk,1,1,4,5,0,0,0,1,1,0,1,-1
game_179,new_zealand,switzerland,1,0,6,3,1,0,0,0,2,1,0,3
game_18,india,vietnam,1,0,4,3,1,0,0,0,2,1,0,1
game_180,canada,china,1,0,1,4,0,0,1,0,0,0,1,-3
game_181,vietnam,indonesia,1,0,3,5,0,0,1,0,0,0,1,-2
game_182,philippines,germany,1,1,2,3,0,0,0,1,1,0,1,-1
game_183,brazil,ethiopia,1,0,6,3,1,0,0,0,2,1,0,3
game_184,usa,india,1,0,4,3,1,0,0,0,2,1,0,1
game_185,oman,mongolia,1,0,2,3,0,0,1,0,0,0,1,-1
game_186,uae,guatemala,1,1,3,2,0,1,0,0,2,1,0,1
game_187,netherlands,mexico,1,1,3,2,0,1,0,0,2,1,0,1
game_188,singapore,france,1,0,2,1,1,0,0,0,2,1,0,1
game_189,germany,thailand,1,0,3,4,0,0,1,0,0,0,1,-1
game_19,saudi_arabia,canada,1,1,3,2,0,1,0,0,2,1,0,1
game_190,canada,oman,1,0,3,4,0,0,1,0,0,0,1,-1
game_191,saudi_arabia,pakistan,1,0,1,4,0,0,1,0,0,0,1,-3
game_192,kazakhstan,serbia,1,0,4,2,1,0,0,0,2,1,0,2
game_193,rwanda,ethiopia,1,0,3,4,0,0,1,0,0,0,1,-1
game_194,mongolia,singapore,1,0,7,3,1,0,0,0,2,1,0,4
game_195,peru,indonesia,1,0,2,3,0,0,1,0,0,0,1,-1
game_196,morocco,china,1,0,1,0,1,0,0,0,2,1,0,1
game_197,panama,guatemala,1,0,5,6,0,0,1,0,0,0,1,-1
game_198,india,usa,1,0,2,0,1,0,0,0,2,1,0,2
game_199,south_korea,philippines,1,1,4,3,0,1,0,0,2,1,0,1
game_2,france,morocco,1,1,3,2,0,1,0,0,2,1,0,1
game_20,germany,iceland,1,0,5,4,1,0,0,0,2,1,0,1
game_200,mexico,iceland,1,0,4,2,1,0,0,0,2,1,0,2
game_201,switzerland,new_zealand,1,1,4,3,0,1,0,0,2,1,0,1
game_202,netherlands,vietnam,1,1,2,3,0,0,0,1,1,0,1,-1
game_203,switzerland,iceland,1,0,0,1,0,0,1,0,0,0,1,-1
game_204,philippines,netherlands,1,0,3,2,1,0,0,0,2,1,0,1
game_205,china,uae,1,0,2,0,1,0,0,0,2,1,0,2
game_206,thailand,brazil,1,0,3,6,0,0,1,0,0,0,1,-3
game_207,usa,india,1,0,4,3,1,0,0,0,2,1,0,1
game_208,serbia,guatemala,1,0,1,6,0,0,1,0,0,0,1,-5
game_209,india,usa,1,1,5,4,0,1,0,0,2,1,0,1
game_21,serbia,pakistan,1,0,5,1,1,0,0,0,2,1,0,4
game_210,germany,china,1,0,2,3,0,0,1,0,0,0,1,-1
game_211,peru,mexico,1,0,1,2,0,0,1,0,0,0,1,-1
game_212,pakistan,uae,1,0,4,0,1,0,0,0,2,1,0,4
game_213,guatemala,netherlands,1,0,4,0,1,0,0,0,2,1,0,4
game_214,france,thailand,1,0,2,1,1,0,0,0,2,1,0,1
game_215,saudi_arabia,rwanda,1,0,4,2,1,0,0,0,2,1,0,2
game_216,ethiopia,uk,1,0,1,6,0,0,1,0,0,0,1,-5
game_217,kazakhstan,south_korea,1,0,5,0,1,0,0,0,2,1,0,5
game_218,oman,morocco,1,1,6,5,0,1,0,0,2,1,0,1
game_219,philippines,indonesia,1,1,4,3,0,1,0,0,2,1,0,1
game_22,ethiopia,mongolia,1,0,2,1,1,0,0,0,2,1,0,1
game_220,singapore,new_zealand,1,0,6,1,1,0,0,0,2,1,0,5
game_221,serbia,panama,1,0,4,5,0,0,1,0,0,0,1,-1
game_222,canada,iceland,1,0,3,7,0,0,1,0,0,0,1,-4
game_223,switzerland,vietnam,1,0,1,0,1,0,0,0,2,1,0,1
game_224,mongolia,brazil,1,0,3,4,0,0,1,0,0,0,1,-1
game_225,rwanda,saudi_arabia,1,0,6,0,1,0,0,0,2,1,0,6
game_226,germany,thailand,1,0,3,4,0,0,1,0,0,0,1,-1
game_227,france,china,1,1,1,2,0,0,0,1,1,0,1,-1
game_228,ethiopia,pakistan,1,1,2,3,0,0,0,1,1,0,1,-1
game_229,indonesia,brazil,1,0,3,4,0,0,1,0,0,0,1,-1
game_23,uae,usa,1,0,4,3,1,0,0,0,2,1,0,1
game_230,peru,uae,1,0,0,1,0,0,1,0,0,0,1,-1
game_231,mexico,serbia,1,1,2,1,0,1,0,0,2,1,0,1
game_232,new_zealand,india,1,0,0,2,0,0,1,0,0,0,1,-2
game_233,canada,mongolia,1,1,2,1,0,1,0,0,2,1,0,1
game_234,netherlands,usa,1,0,7,3,1,0,0,0,2,1,0,4
game_235,singapore,kazakhstan,1,0,5,2,1,0,0,0,2,1,0,3
game_236,guatemala,vietnam,1,0,2,3,0,0,1,0,0,0,1,-1
game_237,iceland,south_korea,1,0,8,2,1,0,0,0,2,1,0,6
game_238,philippines,panama,1,1,5,6,0,0,0,1,1,0,1,-1
game_239,morocco,oman,1,0,4,0,1,0,0,0,2,1,0,4
game_24,oman,new_zealand,1,0,2,1,1,0,0,0,2,1,0,1
game_240,switzerland,uk,1,0,2,0,1,0,0,0,2,1,0,2
game_241,india,france,1,0,4,2,1,0,0,0,2,1,0,2
game_242,china,philippines,1,0,4,0,1,0,0,0,2,1,0,4
game_243,new_zealand,peru,1,0,0,4,0,0,1,0,0,0,1,-4
game_244,saudi_arabia,vietnam,1,1,0,1,0,0,0,1,1,0,1,-1
game_245,morocco,netherlands,1,1,5,4,0,1,0,0,2,1,0,1
game_246,rwanda,south_korea,1,0,2,3,0,0,1,0,0,0,1,-1
game_247,iceland,ethiopia,1,0,0,3,0,0,1,0,0,0,1,-3
game_248,uk,switzerland,1,0,5,1,1,0,0,0,2,1,0,4
game_249,pakistan,mongolia,1,0,5,0,1,0,0,0,2,1,0,5
game_25,brazil,uk,1,0,1,0,1,0,0,0,2,1,0,1
game_250,thailand,serbia,1,0,3,1,1,0,0,0,2,1,0,2
game_251,panama,usa,1,0,6,1,1,0,0,0,2,1,0,5
game_252,brazil,guatemala,1,0,3,2,1,0,0,0,2,1,0,1
game_253,mexico,indonesia,1,0,1,3,0,0,1,0,0,0,1,-2
game_254,uae,singapore,1,0,1,4,0,0,1,0,0,0,1,-3
game_255,oman,kazakhstan,1,1,4,3,0,1,0,0,2,1,0,1
game_256,canada,germany,1,1,2,3,0,0,0,1,1,0,1,-1
game_257,rwanda,morocco,1,0,5,3,1,0,0,0,2,1,0,2
game_258,peru,vietnam,1,0,4,0,1,0,0,0,2,1,0,4
game_259,thailand,mongolia,1,0,1,2,0,0,1,0,0,0,1,-1
game_26,guatemala,rwanda,1,0,3,1,1,0,0,0,2,1,0,2
game_260,iceland,usa,1,1,2,3,0,0,0,1,1,0,1,-1
game_261,saudi_arabia,ethiopia,1,0,3,2,1,0,0,0,2,1,0,1
game_262,indonesia,china,1,1,2,3,0,0,0,1,1,0,1,-1
game_263,uk,mexico,1,0,5,2,1,0,0,0,2,1,0,3
game_264,kazakhstan,india,1,0,2,3,0,0,1,0,0,0,1,-1
game_265,france,south_korea,1,1,4,3,0,1,0,0,2,1,0,1
game_266,guatemala,oman,1,1,4,3,0,1,0,0,2,1,0,1
game_267,pakistan,germany,1,0,3,1,1,0,0,0,2,1,0,2
game_268,panama,new_zealand,1,1,2,1,0,1,0,0,2,1,0,1
game_269,canada,philippines,1,0,0,1,0,0,1,0,0,0,1,-1
game_27,kazakhstan,morocco,1,1,6,5,0,1,0,0,2,1,0,1
game_270,brazil,serbia,1,0,3,1,1,0,0,0,2,1,0,2
game_271,singapore,switzerland,1,0,8,2,1,0,0,0,2,1,0,6
game_272,uae,netherlands,1,1,2,1,0,1,0,0,2,1,0,1
game_273,thailand,new_zealand,1,0,5,3,1,0,0,0,2,1,0,2
game_274,morocco,kazakhstan,1,0,4,3,1,0,0,0,2,1,0,1
game_275,rwanda,ethiopia,1,0,2,5,0,0,1,0,0,0,1,-3
game_276,uae,saudi_arabia,1,1,1,2,0,0,0,1,1,0,1,-1
game_277,pakistan,france,1,0,2,3,0,0,1,0,0,0,1,-1
game_278,switzerland,singapore,1,1,3,2,0,1,0,0,2,1,0,1
game_279,peru,iceland,1,0,6,3,1,0,0,0,2,1,0,3
game_28,switzerland,indonesia,1,1,3,4,0,0,0,1,1,0,1,-1
game_280,oman,south_korea,1,1,5,4,0,1,0,0,2,1,0,1
game_281,china,mongolia,1,0,0,1,0,0,1,0,0,0,1,-1
game_282,guatemala,brazil,1,1,3,2,0,1,0,0,2,1,0,1
game_283,philippines,vietnam,1,0,0,4,0,0,1,0,0,0,1,-4
game_284,mexico,serbia,1,0,1,5,0,0,1,0,0,0,1,-4
game_285,canada,usa,1,1,5,4,0,1,0,0,2,1,0,1
game_286,netherlands,indonesia,1,0,1,0,1,0,0,0,2,1,0,1
game_287,panama,india,1,0,3,2,1,0,0,0,2,1,0,1
game_288,uk,germany,1,0,7,2,1,0,0,0,2,1,0,5
game_289,rwanda,brazil,1,1,5,6,0,0,0,1,1,0,1,-1
game_29,netherlands,singapore,1,0,4,2,1,0,0,0,2,1,0,2
game_290,saudi_arabia,mexico,1,0,2,3,0,0,1,0,0,0,1,-1
game_291,philippines,guatemala,1,0,1,0,1,0,0,0,2,1,0,1
game_292,china,indonesia,1,0,1,3,0,0,1,0,0,0,1,-2
game_293,france,india,1,0,0,3,0,0,1,0,0,0,1,-3
game_294,south_korea,serbia,1,0,1,4,0,0,1,0,0,0,1,-3
game_295,ethiopia,mongolia,1,0,5,1,1,0,0,0,2,1,0,4
game_296,panama,oman,1,1,4,3,0,1,0,0,2,1,0,1
game_297,singapore,morocco,1,1,5,4,0,1,0,0,2,1,0,1
game_298,peru,uk,1,1,3,2,0,1,0,0,2,1,0,1
game_299,canada,netherlands,1,0,1,5,0,0,1,0,0,0,1,-4
game_3,peru,iceland,1,1,4,3,0,1,0,0,2,1,0,1
game_30,mexico,south_korea,1,0,3,2,1,0,0,0,2,1,0,1
game_300,new_zealand,usa,1,0,5,0,1,0,0,0,2,1,0,5
game_301,iceland,switzerland,1,1,2,1,0,1,0,0,2,1,0,1
game_302,thailand,germany,1,0,2,4,0,0,1,0,0,0,1,-2
game_303,vietnam,pakistan,1,1,4,3,0,1,0,0,2,1,0,1
game_304,uae,kazakhstan,1,0,0,1,0,0,1,0,0,0,1,-1
game_305,kazakhstan,uae,1,0,3,6,0,0,1,0,0,0,1,-3
game_306,vietnam,oman,1,0,4,3,1,0,0,0,2,1,0,1
game_307,panama,singapore,1,0,8,3,1,0,0,0,2,1,0,5
game_308,canada,indonesia,1,0,0,1,0,0,1,0,0,0,1,-1
game_309,saudi_arabia,new_zealand,1,0,5,1,1,0,0,0,2,1,0,4
game_31,uk,thailand,1,0,4,1,1,0,0,0,2,1,0,3
game_310,switzerland,south_korea,1,0,2,3,0,0,1,0,0,0,1,-1
game_311,netherlands,france,1,0,0,2,0,0,1,0,0,0,1,-2
game_312,ethiopia,guatemala,1,0,3,2,1,0,0,0,2,1,0,1
game_313,germany,brazil,1,0,2,6,0,0,1,0,0,0,1,-4
game_314,uk,peru,1,1,2,3,0,0,0,1,1,0,1,-1
game_315,india,mexico,1,1,2,1,0,1,0,0,2,1,0,1
game_316,thailand,serbia,1,0,5,4,1,0,0,0,2,1,0,1
game_317,saudi_arabia,indonesia,1,1,2,1,0,1,0,0,2,1,0,1
game_318,india,uk,1,0,6,3,1,0,0,0,2,1,0,3
game_319,rwanda,france,1,0,3,0,1,0,0,0,2,1,0,3
game_32,pakistan,new_zealand,1,0,6,3,1,0,0,0,2,1,0,3
game_320,germany,south_korea,1,0,5,4,1,0,0,0,2,1,0,1
game_321,kazakhstan,china,1,0,1,2,0,0,1,0,0,0,1,-1
game_322,ethiopia,iceland,1,1,3,2,0,1,0,0,2,1,0,1
game_323,oman,pakistan,1,0,3,5,0,0,1,0,0,0,1,-2
game_324,netherlands,new_zealand,1,0,2,3,0,0,1,0,0,0,1,-1
game_325,philippines,panama,1,0,1,2,0,0,1,0,0,0,1,-1
game_326,usa,vietnam,1,1,2,3,0,0,0,1,1,0,1,-1
game_327,brazil,mexico,1,0,1,4,0,0,1,0,0,0,1,-3
game_328,morocco,guatemala,1,1,3,4,0,0,0,1,1,0,1,-1
game_329,canada,mongolia,1,0,4,0,1,0,0,0,2,1,0,4
game_33,oman,ethiopia,1,0,2,1,1,0,0,0,2,1,0,1
game_330,uae,singapore,1,0,0,3,0,0,1,0,0,0,1,-3
game_331,saudi_arabia,france,1,0,3,1,1,0,0,0,2,1,0,2
game_332,usa,serbia,1,0,6,4,1,0,0,0,2,1,0,2
game_333,mongolia,vietnam,1,0,2,3,0,0,1,0,0,0,1,-1
game_334,india,peru,1,0,1,5,0,0,1,0,0,0,1,-4
game_335,south_korea,rwanda,1,0,6,1,1,0,0,0,2,1,0,5
game_336,ethiopia,mexico,1,1,5,4,0,1,0,0,2,1,0,1
game_337,uae,panama,1,1,2,3,0,0,0,1,1,0,1,-1
game_338,indonesia,philippines,1,0,1,6,0,0,1,0,0,0,1,-5
game_339,brazil,switzerland,1,1,3,2,0,1,0,0,2,1,0,1
game_34,iceland,saudi_arabia,1,0,3,4,0,0,1,0,0,0,1,-1
game_340,guatemala,china,1,0,6,0,1,0,0,0,2,1,0,6
game_341,oman,netherlands,1,0,0,2,0,0,1,0,0,0,1,-2
game_342,morocco,iceland,1,0,3,4,0,0,1,0,0,0,1,-1
game_343,pakistan,thailand,1,1,4,3,0,1,0,0,2,1,0,1
game_344,new_zealand,singapore,1,1,3,2,0,1,0,0,2,1,0,1
game_345,germany,uk,1,0,4,1,1,0,0,0,2,1,0,3
game_346,guatemala,saudi_arabia,1,0,0,2,0,0,1,0,0,0,1,-2
game_347,serbia,vietnam,1,1,4,3,0,1,0,0,2,1,0,1
game_348,thailand,philippines,1,0,5,0,1,0,0,0,2,1,0,5
game_349,rwanda,india,1,0,2,3,0,0,1,0,0,0,1,-1
game_35,france,morocco,1,1,4,5,0,0,0,1,1,0,1,-1
game_350,morocco,pakistan,1,1,7,6,0,1,0,0,2,1,0,1
game_351,south_korea,panama,1,0,3,5,0,0,1,0,0,0,1,-2
game_352,new_zealand,iceland,1,0,0,2,0,0,1,0,0,0,1,-2
game_353,germany,mongolia,1,0,5,4,1,0,0,0,2,1,0,1
game_354,netherlands,ethiopia,1,0,4,1,1,0,0,0,2,1,0,3
game_355,singapore,oman,1,0,6,4,1,0,0,0,2,1,0,2
game_356,uk,china,1,0,2,3,0,0,1,0,0,0,1,-1
game_357,canada,switzerland,1,0,1,5,0,0,1,0,0,0,1,-4
game_358,france,indonesia,1,0,5,4,1,0,0,0,2,1,0,1
game_359,peru,kazakhstan,1,0,5,4,1,0,0,0,2,1,0,1
game_36,indonesia,peru,1,0,2,3,0,0,1,0,0,0,1,-1
game_360,mexico,usa,1,0,1,2,0,0,1,0,0,0,1,-1
game_361,brazil,uae,1,0,8,2,1,0,0,0,2,1,0,6
game_362,saudi_arabia,guatemala,1,0,2,3,0,0,1,0,0,0,1,-1
game_363,rwanda,thailand,1,0,3,4,0,0,1,0,0,0,1,-1
game_364,new_zealand,morocco,1,0,2,1,1,0,0,0,2,1,0,1
game_365,serbia,mexico,1,1,4,5,0,0,0,1,1,0,1,-1
game_366,pakistan,indonesia,1,0,2,1,1,0,0,0,2,1,0,1
game_367,china,vietnam,1,0,0,4,0,0,1,0,0,0,1,-4
game_368,switzerland,philippines,1,1,1,0,0,1,0,0,2,1,0,1
game_369,mongolia,panama,1,0,2,3,0,0,1,0,0,0,1,-1
game_37,south_korea,serbia,1,0,6,5,1,0,0,0,2,1,0,1
game_370,canada,ethiopia,1,0,6,3,1,0,0,0,2,1,0,3
game_371,kazakhstan,uk,1,1,4,3,0,1,0,0,2,1,0,1
game_372,india,netherlands,1,1,3,4,0,0,0,1,1,0,1,-1
game_373,peru,oman,1,0,4,3,1,0,0,0,2,1,0,1
game_374,brazil,france,1,0,3,2,1,0,0,0,2,1,0,1
game_375,south_korea,uae,1,1,3,2,0,1,0,0,2,1,0,1
game_376,iceland,singapore,1,0,4,1,1,0,0,0,2,1,0,3
game_377,usa,germany,1,0,4,3,1,0,0,0,2,1,0,1
game_378,serbia,rwanda,1,0,2,1,1,0,0,0,2,1,0,1
game_379,oman,iceland,1,0,2,4,0,0,1,0,0,0,1,-2
game_38,rwanda,panama,1,0,2,4,0,0,1,0,0,0,1,-2
game_380,ethiopia,south_korea,1,0,6,5,1,0,0,0,2,1,0,1
game_381,panama,morocco,1,1,3,2,0,1,0,0,2,1,0,1
game_382,singapore,saudi_arabia,1,1,3,2,0,1,0,0,2,1,0,1
game_383,india,usa,1,0,2,1,1,0,0,0,2,1,0,1
game_384,germany,guatemala,1,0,9,4,1,0,0,0,2,1,0,5
game_385,mexico,pakistan,1,1,7,6,0,1,0,0,2,1,0,1
game_386,netherlands,mongolia,1,0,5,1,1,0,0,0,2,1,0,4
game_387,thailand,china,1,0,1,3,0,0,1,0,0,0,1,-2
game_388,uk,peru,1,0,2,1,1,0,0,0,2,1,0,1
game_389,philippines,switzerland,1,0,5,0,1,0,0,0,2,1,0,5
game_39,kazakhstan,usa,1,0,7,5,1,0,0,0,2,1,0,2
game_390,france,new_zealand,1,0,6,4,1,0,0,0,2,1,0,2
game_391,uae,vietnam,1,0,4,3,1,0,0,0,2,1,0,1
game_392,brazil,kazakhstan,1,0,3,1,1,0,0,0,2,1,0,2
game_393,indonesia,canada,1,0,1,2,0,0,1,0,0,0,1,-1
game_394,thailand,oman,1,0,5,3,1,0,0,0,2,1,0,2
game_395,uae,morocco,1,0,4,1,1,0,0,0,2,1,0,3
game_396,china,peru,1,0,1,3,0,0,1,0,0,0,1,-2
game_397,iceland,new_zealand,1,0,2,0,1,0,0,0,2,1,0,2
game_398,usa,pakistan,1,0,2,3,0,0,1,0,0,0,1,-1
game_399,ethiopia,saudi_arabia,1,0,6,1,1,0,0,0,2,1,0,5
game_4,mongolia,saudi_arabia,1,0,0,1,0,0,1,0,0,0,1,-1
game_40,singapore,mexico,1,1,3,4,0,0,0,1,1,0,1,-1
game_400,mongolia,south_korea,1,0,2,6,0,0,1,0,0,0,1,-4
game_401,indonesia,france,1,0,2,1,1,0,0,0,2,1,0,1
game_402,mexico,germany,1,0,2,3,0,0,1,0,0,0,1,-1
game_403,canada,guatemala,1,0,4,1,1,0,0,0,2,1,0,3
game_404,singapore,rwanda,1,1,5,6,0,0,0,1,1,0,1,-1
game_405,vietnam,netherlands,1,0,1,4,0,0,1,0,0,0,1,-3
game_406,india,serbia,1,0,2,1,1,0,0,0,2,1,0,1
game_407,uk,philippines,1,1,3,2,0,1,0,0,2,1,0,1
game_408,kazakhstan,switzerland,1,0,3,1,1,0,0,0,2,1,0,2
game_409,brazil,panama,1,0,4,3,1,0,0,0,2,1,0,1
game_41,netherlands,china,1,0,6,1,1,0,0,0,2,1,0,5
game_410,new_zealand,saudi_arabia,1,0,1,3,0,0,1,0,0,0,1,-2
game_411,singapore,china,1,1,2,3,0,0,0,1,1,0,1,-1
game_412,brazil,rwanda,1,0,4,1,1,0,0,0,2,1,0,3
game_413,canada,serbia,1,0,5,4,1,0,0,0,2,1,0,1
game_414,kazakhstan,panama,1,0,1,2,0,0,1,0,0,0,1,-1
game_415,ethiopia,pakistan,1,1,5,6,0,0,0,1,1,0,1,-1
game_416,thailand,guatemala,1,1,3,4,0,0,0,1,1,0,1,-1
game_417,morocco,oman,1,0,4,5,0,0,1,0,0,0,1,-1
game_418,india,uae,1,0,5,4,1,0,0,0,2,1,0,1
game_419,peru,switzerland,1,0,0,1,0,0,1,0,0,0,1,-1
game_42,vietnam,brazil,1,0,1,7,0,0,1,0,0,0,1,-6
game_420,indonesia,iceland,1,0,0,4,0,0,1,0,0,0,1,-4
game_421,usa,mongolia,1,1,3,2,0,1,0,0,2,1,0,1
game_422,philippines,uk,1,0,2,1,1,0,0,0,2,1,0,1
game_423,mexico,vietnam,1,1,1,2,0,0,0,1,1,0,1,-1
game_424,south_korea,france,1,0,4,1,1,0,0,0,2,1,0,3
game_425,germany,netherlands,1,0,2,4,0,0,1,0,0,0,1,-2
game_426,vietnam,thailand,1,0,5,6,0,0,1,0,0,0,1,-1
game_427,serbia,france,1,0,4,5,0,0,1,0,0,0,1,-1
game_428,ethiopia,philippines,1,1,2,1,0,1,0,0,2,1,0,1
game_429,brazil,saudi_arabia,1,0,3,0,1,0,0,0,2,1,0,3
game_43,uae,canada,1,1,2,1,0,1,0,0,2,1,0,1
game_430,peru,iceland,1,0,3,2,1,0,0,0,2,1,0,1
game_431,uae,oman,1,0,2,3,0,0,1,0,0,0,1,-1
game_432,pakistan,india,1,0,0,1,0,0,1,0,0,0,1,-1
game_433,germany,new_zealand,1,0,3,0,1,0,0,0,2,1,0,3
game_434,rwanda,mexico,1,1,4,3,0,1,0,0,2,1,0,1
game_435,indonesia,usa,1,0,3,5,0,0,1,0,0,0,1,-2
game_436,morocco,singapore,1,0,2,4,0,0,1,0,0,0,1,-2
game_437,guatemala,canada,1,0,1,2,0,0,1,0,0,0,1,-1
game_438,uk,kazakhstan,1,0,3,2,1,0,0,0,2,1,0,1
game_439,switzerland,mongolia,1,0,3,1,1,0,0,0,2,1,0,2
game_44,philippines,mongolia,1,0,3,2,1,0,0,0,2,1,0,1
game_440,netherlands,china,1,0,1,0,1,0,0,0,2,1,0,1
game_441,serbia,morocco,1,1,5,6,0,0,0,1,1,0,1,-1
game_442,mongolia,china,1,1,0,1,0,0,0,1,1,0,1,-1
game_443,south_korea,iceland,1,0,2,3,0,0,1,0,0,0,1,-1
game_444,indonesia,india,1,0,1,3,0,0,1,0,0,0,1,-2
game_445,saudi_arabia,uae,1,0,4,2,1,0,0,0,2,1,0,2
game_446,france,rwanda,1,0,4,1,1,0,0,0,2,1,0,3
game_447,philippines,new_zealand,1,0,4,0,1,0,0,0,2,1,0,4
game_448,pakistan,uk,1,0,2,5,0,0,1,0,0,0,1,-3
game_449,ethiopia,singapore,1,0,2,3,0,0,1,0,0,0,1,-1
game_45,guatemala,switzerland,1,1,2,1,0,1,0,0,2,1,0,1
game_450,brazil,panama,1,0,3,1,1,0,0,0,2,1,0,2
game_451,guatemala,kazakhstan,1,0,0,3,0,0,1,0,0,0,1,-3
game_452,canada,vietnam,1,0,2,0,1,0,0,0,2,1,0,2
game_453,mexico,thailand,1,0,3,6,0,0,1,0,0,0,1,-3
game_454,usa,switzerland,1,0,0,4,0,0,1,0,0,0,1,-4
game_455,germany,peru,1,0,2,5,0,0,1,0,0,0,1,-3
game_456,netherlands,oman,1,1,5,4,0,1,0,0,2,1,0,1
game_457,singapore,uae,1,0,3,4,0,0,1,0,0,0,1,-1
game_458,new_zealand,oman,1,0,2,1,1,0,0,0,2,1,0,1
game_459,usa,switzerland,1,0,0,4,0,0,1,0,0,0,1,-4
game_46,panama,rwanda,1,0,1,2,0,0,1,0,0,0,1,-1
game_460,philippines,vietnam,1,1,2,1,0,1,0,0,2,1,0,1
game_461,kazakhstan,china,1,0,2,1,1,0,0,0,2,1,0,1
game_462,canada,brazil,1,1,2,1,0,1,0,0,2,1,0,1
game_463,guatemala,peru,1,0,1,4,0,0,1,0,0,0,1,-3
game_464,france,mexico,1,1,5,6,0,0,0,1,1,0,1,-1
game_465,indonesia,rwanda,1,0,4,2,1,0,0,0,2,1,0,2
game_466,india,morocco,1,0,4,1,1,0,0,0,2,1,0,3
game_467,uk,mongolia,1,0,4,1,1,0,0,0,2,1,0,3
game_468,kazakhstan,rwanda,1,0,0,2,0,0,1,0,0,0,1,-2
game_469,thailand,saudi_arabia,1,1,5,4,0,1,0,0,2,1,0,1
game_47,morocco,ethiopia,1,0,5,4,1,0,0,0,2,1,0,1
game_470,brazil,pakistan,1,0,1,2,0,0,1,0,0,0,1,-1
game_471,mexico,china,1,1,2,1,0,1,0,0,2,1,0,1
game_472,guatemala,morocco,1,0,4,1,1,0,0,0,2,1,0,3
game_473,switzerland,serbia,1,0,3,4,0,0,1,0,0,0,1,-1
game_474,usa,oman,1,0,3,8,0,0,1,0,0,0,1,-5
game_475,ethiopia,south_korea,1,0,2,3,0,0,1,0,0,0,1,-1
game_476,canada,panama,1,0,2,4,0,0,1,0,0,0,1,-2
game_477,indonesia,uk,1,0,4,3,1,0,0,0,2,1,0,1
game_478,singapore,iceland,1,0,5,3,1,0,0,0,2,1,0,2
game_479,germany,india,1,0,6,2,1,0,0,0,2,1,0,4
game_48,saudi_arabia,oman,1,0,5,1,1,0,0,0,2,1,0,4
game_480,france,new_zealand,1,0,3,1,1,0,0,0,2,1,0,2
game_481,peru,philippines,1,0,1,0,1,0,0,0,2,1,0,1
game_482,uae,netherlands,1,0,2,1,1,0,0,0,2,1,0,1
game_483,mongolia,vietnam,1,0,2,5,0,0,1,0,0,0,1,-3
game_484,saudi_arabia,south_korea,1,0,0,4,0,0,1,0,0,0,1,-4
game_485,philippines,canada,1,0,4,1,1,0,0,0,2,1,0,3
game_486,kazakhstan,mexico,1,0,6,2,1,0,0,0,2,1,0,4
game_487,vietnam,usa,1,1,4,3,0,1,0,0,2,1,0,1
game_488,netherlands,serbia,1,1,5,4,0,1,0,0,2,1,0,1
game_489,oman,indonesia,1,1,3,4,0,0,0,1,1,0,1,-1
